timestamp,cpu_usage,memory_usage,disk_io,network_io,system_load
2025-01-01 00:00:00,52.450712295168486,53.24821725025618,85.46025580140264,210.873491341353,1.4801848417682637
2025-01-01 00:01:00,42.92603548243223,58.55481329284482,118.75186044243664,249.5255333009768,1.1978098437746423
2025-01-01 00:02:00,54.715328071510385,52.075800790000386,120.72067488177787,224.6351853140604,1.3965750255278029
2025-01-01 00:03:00,67.84544784612038,56.9203847036096,138.90521383373624,256.160334500709,1.9288390365106198
2025-01-01 00:04:00,41.48769937914996,41.063853330462145,65.32566546876694,282.8679751431049,2.2667139930183082
2025-01-01 00:05:00,41.487945645762295,62.13293707372939,143.70269095389324,366.97235890651075,1.842292398518144
2025-01-01 00:06:00,68.68819223261087,60.012054753622245,11.824334735888996,274.3072769035438,1.5610339250830618
2025-01-01 00:07:00,56.51152093729363,51.82911368931809,94.80461790544759,173.14994345843257,2.3988070621826565
2025-01-01 00:08:00,37.95788421097572,66.59245668432405,100.46904630193822,391.2054277196128,1.3122981161690868
2025-01-01 00:09:00,53.13840065378947,69.37570137626558,145.33307304284955,233.03278931079683,2.118551603020144
2025-01-01 00:10:00,38.04873460781307,43.924401356310256,120.90523410707476,295.3023658316297,1.327162320989233
2025-01-01 00:11:00,38.01405369644615,52.37275221433786,63.777477845748535,335.7229205552569,1.7586137748065358
2025-01-01 00:12:00,48.629434073490515,52.30857650212702,80.6002749673194,315.9688334722226,1.4318624611257291
2025-01-01 00:13:00,16.300796330133032,50.600968988911355,127.94720038189628,387.53436380171803,1.4664886904083134
2025-01-01 00:14:00,19.126232512304508,68.29474841931749,116.83730632541774,338.3202514714207,1.273568089522674
2025-01-01 00:15:00,36.56568706138541,58.06173861227197,96.83503561457015,231.09523362423135,2.306912418708417
2025-01-01 00:16:00,29.80753319498364,57.35485158689389,100.76664841952083,474.28497391933297,1.0602443771348788
2025-01-01 00:17:00,49.71370998892911,39.961376355932465,147.84671988637155,315.5466770670587,1.0558606484707749
2025-01-01 00:18:00,31.37963886718184,66.35418030209226,99.29229708523141,288.2127818702795,2.7725961395070655
2025-01-01 00:19:00,23.815444479970626,47.60741605146528,116.47635023883707,377.11403384444566,2.0867085387925988
2025-01-01 00:20:00,66.98473153382331,60.599326302663286,206.79746352322172,319.9560756744058,0.06893178078417828
2025-01-01 00:21:00,41.61335549270196,62.773769379581914,63.05269452464308,331.9382554351462,1.1608447564737578
2025-01-01 00:22:00,46.012923070318855,73.60658595838652,45.92629073701366,499.374719888055,0.4128063974627676
2025-01-01 00:23:00,23.628777206798148,46.91179600880888,151.34358659194427,277.9902857395963,0.9295855839508469
2025-01-01 00:24:00,36.834259132122256,29.804878441791747,92.85427754823587,274.5791284786083,0.0
2025-01-01 00:25:00,46.663838845647994,61.83849544753695,107.27049889029519,309.3262809609971,1.4178062533836346
2025-01-01 00:26:00,27.735096338665457,78.00511181510853,88.75374487475543,385.7212748464831,0.814834908503213
2025-01-01 00:27:00,50.63547027518508,72.38946352939438,109.6079943692995,179.47727758476807,1.535943154077863
2025-01-01 00:28:00,35.99041965121793,62.096594152746256,183.94152448385364,142.75552868187958,0.5249272446704851
2025-01-01 00:29:00,40.62459375310085,55.08363814367953,152.08513834472478,253.0307783503882,1.549747111903224
2025-01-01 00:30:00,35.97440081655905,68.0712259663731,154.48894047547907,169.28616327525702,1.2510502331278037
2025-01-01 00:31:00,72.78417276763406,50.26453800295531,63.35091776829418,266.01349219794895,2.4011717791131573
2025-01-01 00:32:00,44.79754162893099,64.7635776935622,73.95385053788523,340.1999756903432,2.346814117047375
2025-01-01 00:33:00,29.134336065661493,65.05470159166627,6.436853620582923,228.7400909158189,1.9712073618061698
2025-01-01 00:34:00,57.338173681547836,70.6020990749888,87.62476715668984,185.8538738574926,1.3040317316032723
2025-01-01 00:35:00,26.687345250434667,87.59660038911078,158.26812745542634,305.54697293722785,2.691228237156176
2025-01-01 00:36:00,48.132953925071334,63.92415967178767,140.67786062993483,369.00347876921364,0.5681788332961076
2025-01-01 00:37:00,15.604948141803366,54.910363742925014,111.13946948191504,164.40212491867098,0.6578648222618024
2025-01-01 00:38:00,25.077209266523543,59.74425687808006,119.10798865127788,365.61859186447873,1.4497301400665612
2025-01-01 00:39:00,47.952918538036855,42.30924095110882,92.44457829698378,365.3844962990661,2.8524228653526715
2025-01-01 00:40:00,56.07699869993115,53.05286868910942,128.19035529607137,376.32680817253026,1.3785966558779474
2025-01-01 00:41:00,47.57052421784956,55.90717561886896,150.6351311792246,397.4784171897349,1.3900528540744308
2025-01-01 00:42:00,43.265275764176394,54.759116020654076,55.364528503581084,476.1611139727693,0.6348537863329146
2025-01-01 00:43:00,40.48344456616067,61.52354872033722,131.9859075134939,271.51263611047557,2.067557751162227
2025-01-01 00:44:00,22.822170144488588,51.775800676177994,157.29739483818668,308.7657264062286,2.0719057525976123
2025-01-01 00:45:00,34.20233687407937,71.21030667324472,103.39598844146522,266.684925340158,1.973445120839946
2025-01-01 00:46:00,38.09041843560319,60.002070649181974,148.02802448482333,300.15814758046486,1.1224675962915827
2025-01-01 00:47:00,60.856833393283736,59.90699678861385,232.5861777789021,422.62986845090495,1.0759759389761965
2025-01-01 00:48:00,50.15427434352692,56.72105283487082,115.82628828052432,192.3988412855465,0.7241266497570178
2025-01-01 00:49:00,18.55439766955899,61.551906838589794,135.73228200021293,231.11602622675395,1.5503235010565601
2025-01-01 00:50:00,49.86125954092192,68.25098264667635,90.47771665354433,410.1744749203649,0.851755602432899
2025-01-01 00:51:00,39.22376579375525,51.328697842890996,127.25004650408202,381.6029205521672,0.7935500968504269
2025-01-01 00:52:00,34.84616999541062,53.41883510924743,138.41086499929216,270.94946825463376,1.2457855698535945
2025-01-01 00:53:00,54.175144332613016,56.96273971223335,127.79369361080552,368.35216008965756,1.2065062948894703
2025-01-01 00:54:00,60.46499283743927,46.54129076526785,79.21218721164573,327.2972673993627,1.177212882706827
2025-01-01 00:55:00,58.96920178674298,51.807421402785025,128.25447085301803,420.02196872007903,1.7798667581041567
2025-01-01 00:56:00,32.41173715166042,55.23779126455341,178.48783754870547,305.9607675061418,1.5474286812901674
2025-01-01 00:57:00,40.36181436223178,68.74389180712727,137.9454305805811,382.0505691098066,1.3271063816933295
2025-01-01 00:58:00,49.96895147105346,62.62561329001925,158.47948756287366,511.3609528394096,1.6098077569868892
2025-01-01 00:59:00,59.63317690683539,61.93589911367545,110.51952119949489,347.8479324037973,0.9050837753372207
2025-01-01 01:00:00,37.81238643232065,68.50897962167971,149.9960095769484,303.9462532635875,1.5631671743458067
2025-01-01 01:01:00,42.215115350042744,58.62628211600603,131.17071352866103,357.79575881767835,1.5903614957067802
2025-01-01 01:02:00,28.404975389909577,63.904648499288896,81.96357081251071,270.7775313436892,0.5981718843855117
2025-01-01 01:03:00,27.056900638789937,58.96778247067504,132.740840191955,491.03741644197856,2.0974162526222173
2025-01-01 01:04:00,57.18788733591297,62.653623493996285,80.33213346238759,314.4056830156785,0.9711397768638027
2025-01-01 01:05:00,65.34360042856234,54.17241342388418,94.68478900460832,278.165334381959,1.554185879523861
